Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      22/22          void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [260]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<MC_Button, std::allocator<MC_Button> >::max_size() const [265]
[269]    0.0    0.00    0.00      22         std::vector<MC_Button, std::allocator<MC_Button> >::_S_max_size(std::allocator<MC_Button> const&) [269]
                0.00    0.00      22/22          std::allocator_traits<std::allocator<MC_Button> >::max_size(std::allocator<MC_Button> const&) [267]
                0.00    0.00      22/622         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [143]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<MC_Button, std::allocator<MC_Button> >::_M_realloc_insert<MC_Button const&>(__gnu_cxx::__normal_iterator<MC_Button*, std::vector<MC_Button, std::allocator<MC_Button> > >, MC_Button const&) [383]
[270]    0.0    0.00    0.00      22         std::vector<MC_Button, std::allocator<MC_Button> >::_S_relocate(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [270]
                0.00    0.00      22/22          std::vector<MC_Button, std::allocator<MC_Button> >::_S_do_relocate(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&, std::integral_constant<bool, true>) [271]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<MC_Button, std::allocator<MC_Button> >::_S_relocate(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [270]
[271]    0.0    0.00    0.00      22         std::vector<MC_Button, std::allocator<MC_Button> >::_S_do_relocate(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&, std::integral_constant<bool, true>) [271]
                0.00    0.00      22/22          MC_Button* std::__relocate_a<MC_Button*, MC_Button*, std::allocator<MC_Button> >(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [276]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<MC_Button, std::allocator<MC_Button> >::_M_realloc_insert<MC_Button const&>(__gnu_cxx::__normal_iterator<MC_Button*, std::vector<MC_Button, std::allocator<MC_Button> > >, MC_Button const&) [383]
[272]    0.0    0.00    0.00      22         std::vector<MC_Button, std::allocator<MC_Button> >::_S_use_relocate() [272]
                0.00    0.00      22/22          std::vector<MC_Button, std::allocator<MC_Button> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [273]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<MC_Button, std::allocator<MC_Button> >::_S_use_relocate() [272]
[273]    0.0    0.00    0.00      22         std::vector<MC_Button, std::allocator<MC_Button> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [273]
-----------------------------------------------
                0.00    0.00      22/22          MC_Button::AddValue(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [259]
[274]    0.0    0.00    0.00      22         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [274]
                0.00    0.00      19/22          void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [268]
                0.00    0.00       3/3           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [453]
                0.00    0.00       3/3           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [452]
-----------------------------------------------
                0.00    0.00      22/22          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [292]
[275]    0.0    0.00    0.00      22         void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
                0.00    0.00      22/69          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [182]
                0.00    0.00      22/2726077     operator new(unsigned long, void*) [115]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<MC_Button, std::allocator<MC_Button> >::_S_do_relocate(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&, std::integral_constant<bool, true>) [271]
[276]    0.0    0.00    0.00      22         MC_Button* std::__relocate_a<MC_Button*, MC_Button*, std::allocator<MC_Button> >(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [276]
                0.00    0.00      66/66          MC_Button* std::__niter_base<MC_Button*>(MC_Button*) [183]
                0.00    0.00      22/22          MC_Button* std::__relocate_a_1<MC_Button*, MC_Button*, std::allocator<MC_Button> >(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [277]
-----------------------------------------------
                0.00    0.00      22/22          MC_Button* std::__relocate_a<MC_Button*, MC_Button*, std::allocator<MC_Button> >(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [276]
[277]    0.0    0.00    0.00      22         MC_Button* std::__relocate_a_1<MC_Button*, MC_Button*, std::allocator<MC_Button> >(MC_Button*, MC_Button*, MC_Button*, std::allocator<MC_Button>&) [277]
                0.00    0.00      46/88          MC_Button* std::__addressof<MC_Button>(MC_Button&) [171]
                0.00    0.00      23/23          void std::__relocate_object_a<MC_Button, MC_Button, std::allocator<MC_Button> >(MC_Button*, MC_Button*, std::allocator<MC_Button>&) [257]
-----------------------------------------------
                0.00    0.00       2/21          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl() [465]
                0.00    0.00      19/21          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [287]
[278]    0.0    0.00    0.00      21         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data() [278]
-----------------------------------------------
                0.00    0.00      10/20          void std::vector<Chunk, std::allocator<Chunk> >::_M_realloc_insert<Chunk const&>(__gnu_cxx::__normal_iterator<Chunk*, std::vector<Chunk, std::allocator<Chunk> > >, Chunk const&) [435]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<Chunk*, std::vector<Chunk, std::allocator<Chunk> > >::difference_type __gnu_cxx::operator-<Chunk*, std::vector<Chunk, std::allocator<Chunk> > >(__gnu_cxx::__normal_iterator<Chunk*, std::vector<Chunk, std::allocator<Chunk> > > const&, __gnu_cxx::__normal_iterator<Chunk*, std::vector<Chunk, std::allocator<Chunk> > > const&) [429]
[279]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<Chunk*, std::vector<Chunk, std::allocator<Chunk> > >::base() const [279]
-----------------------------------------------
                0.00    0.00      19/19          MC_Menu_Setup() [104]
[280]    0.0    0.00    0.00      19         MC_Menu::AddButton(MC_Button&) [280]
                0.00    0.00      19/19          std::vector<MC_Button, std::allocator<MC_Button> >::push_back(MC_Button const&) [293]
-----------------------------------------------
                0.00    0.00      19/19          MC_Menu_Setup() [104]
[281]    0.0    0.00    0.00      19         MC_Button::Setup(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int, int, bool, MC_Menu*, void (*)()) [281]
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear() [295]
-----------------------------------------------
                0.00    0.00      19/19          void __gnu_cxx::new_allocator<MC_Button>::construct<MC_Button, MC_Button const&>(MC_Button*, MC_Button const&) [283]
[282]    0.0    0.00    0.00      19         MC_Button::MC_Button(MC_Button const&) [282]
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [296]
-----------------------------------------------
                0.00    0.00      19/19          void std::allocator_traits<std::allocator<MC_Button> >::construct<MC_Button, MC_Button const&>(std::allocator<MC_Button>&, MC_Button*, MC_Button const&) [290]
[283]    0.0    0.00    0.00      19         void __gnu_cxx::new_allocator<MC_Button>::construct<MC_Button, MC_Button const&>(MC_Button*, MC_Button const&) [283]
                0.00    0.00      19/49          MC_Button const& std::forward<MC_Button const&>(std::remove_reference<MC_Button const&>::type&) [198]
                0.00    0.00      19/19          MC_Button::MC_Button(MC_Button const&) [282]
                0.00    0.00      19/2726077     operator new(unsigned long, void*) [115]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [296]
[284]    0.0    0.00    0.00      19         __gnu_cxx::__alloc_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_S_select_on_copy(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [284]
                0.00    0.00      19/19          std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::select_on_container_copy_construction(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [291]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [296]
[285]    0.0    0.00    0.00      19         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() const [285]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* const&) [215]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [296]
[286]    0.0    0.00    0.00      19         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() const [286]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* const&) [215]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [289]
[287]    0.0    0.00    0.00      19         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [287]
                0.00    0.00      19/21          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data() [278]
                0.00    0.00      19/61          std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [193]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [289]
[288]    0.0    0.00    0.00      19         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [288]
                0.00    0.00      19/22          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [266]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [296]
[289]    0.0    0.00    0.00      19         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [289]
                0.00    0.00      19/19          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [287]
                0.00    0.00      19/19          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [288]
-----------------------------------------------
                0.00    0.00       8/19          std::vector<MC_Button, std::allocator<MC_Button> >::push_back(MC_Button const&) [293]
                0.00    0.00      11/19          void std::vector<MC_Button, std::allocator<MC_Button> >::_M_realloc_insert<MC_Button const&>(__gnu_cxx::__normal_iterator<MC_Button*, std::vector<MC_Button, std::allocator<MC_Button> > >, MC_Button const&) [383]
[290]    0.0    0.00    0.00      19         void std::allocator_traits<std::allocator<MC_Button> >::construct<MC_Button, MC_Button const&>(std::allocator<MC_Button>&, MC_Button*, MC_Button const&) [290]
                0.00    0.00      19/49          MC_Button const& std::forward<MC_Button const&>(std::remove_reference<MC_Button const&>::type&) [198]
                0.00    0.00      19/19          void __gnu_cxx::new_allocator<MC_Button>::construct<MC_Button, MC_Button const&>(MC_Button*, MC_Button const&) [283]
-----------------------------------------------
                0.00    0.00      19/19          __gnu_cxx::__alloc_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_S_select_on_copy(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [284]
[291]    0.0    0.00    0.00      19         std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::select_on_container_copy_construction(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [291]
                0.00    0.00      19/61          std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [193]
-----------------------------------------------
                0.00    0.00      19/19          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [297]
[292]    0.0    0.00    0.00      19         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [292]
                0.00    0.00      41/41          bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [214]
                0.00    0.00      22/22          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const [263]
                0.00    0.00      22/22          void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
                0.00    0.00      22/75          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [178]
                0.00    0.00      22/22          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator++() [262]
-----------------------------------------------
                0.00    0.00      19/19          MC_Menu::AddButton(MC_Button&) [280]
[293]    0.0    0.00    0.00      19         std::vector<MC_Button, std::allocator<MC_Button> >::push_back(MC_Button const&) [293]
                0.00    0.00      11/11          std::vector<MC_Button, std::allocator<MC_Button> >::end() [384]
                0.00    0.00      11/11          void std::vector<MC_Button, std::allocator<MC_Button> >::_M_realloc_insert<MC_Button const&>(__gnu_cxx::__normal_iterator<MC_Button*, std::vector<MC_Button, std::allocator<MC_Button> > >, MC_Button const&) [383]
                0.00    0.00       8/19          void std::allocator_traits<std::allocator<MC_Button> >::construct<MC_Button, MC_Button const&>(std::allocator<MC_Button>&, MC_Button*, MC_Button const&) [290]
-----------------------------------------------
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear() [295]
[294]    0.0    0.00    0.00      19         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_erase_at_end(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [294]
                0.00    0.00       8/77          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [177]
                0.00    0.00       8/52          void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [197]
-----------------------------------------------
                0.00    0.00      19/19          MC_Button::Setup(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int, int, bool, MC_Menu*, void (*)()) [281]
[295]    0.0    0.00    0.00      19         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear() [295]
                0.00    0.00      19/19          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_erase_at_end(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [294]
-----------------------------------------------
                0.00    0.00      19/19          MC_Button::MC_Button(MC_Button const&) [282]
[296]    0.0    0.00    0.00      19         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [296]
                0.00    0.00      19/25          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() const [247]
                0.00    0.00      19/19          __gnu_cxx::__alloc_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_S_select_on_copy(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [284]
                0.00    0.00      19/32          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const [221]
